Date_Key,Product_Key,Geography_Key,Sales_Fact,Sales_Plan,Ad_Spend,Impressions,Conversion_Rate,Net_Profit_Raw
20220216,5,102,1990.35,2235.51,133.52,67334.0,0.005,649.12
20220217,4,110,2073.72,2573.46,144.68,78561.0,0.0137,684.23
20220218,3,101,2418.06,2211.43,197.99,88148.0,0.0196,642.05
20220219,1,105,2193.32,2386.61,239.84,59615.0,0.0185,558.05
20220220,5,117,1433.5,2165.1,101.8,23384.0,0.0301,458.2
20220221,2,119,2287.93,2459.2,141.01,96618.0,0.0094,712.55
20220222,3,105,2399.75,2441.0,352.79,78732.0,0.0226,562.3
20220223,4,104,2370.93,2669.86,123.76,67430.0,0.0142,499.25
20220224,5,116,2627.96,2261.22,342.34,141942.0,0.023,653.55
20220225,1,106,2501.03,2426.21,322.14,121559.0,0.0194,476.57
20220226,5,107,2310.12,2308.2,184.17,123821.0,0.0209,534.36
20220227,1,117,2041.87,2543.82,129.79,76109.0,0.0145,520.5
20220228,3,116,1242.85,2136.9,80.24,25966.0,0.0149,398.43
20220301,4,111,2284.49,2425.64,273.55,105840.0,0.0229,531.0
20220302,2,102,2169.82,2233.64,247.97,52669.0,0.0294,603.27
20220303,1,109,2198.04,2255.63,281.95,76613.0,0.014,466.81
20220304,1,117,1420.1,2282.67,204.14,25455.0,0.0113,323.73
20220305,4,101,1514.14,2310.58,180.47,78946.0,0.0261,297.63
20220306,4,104,2577.4,2232.66,169.04,53268.0,0.0197,594.07
20220307,4,112,2027.17,2294.58,150.71,112790.0,0.0283,498.35
20220308,1,116,2383.78,2562.96,319.95,128463.0,0.0109,478.29
20220309,5,110,2053.24,2440.08,145.64,73724.0,0.005,556.36
20220310,1,105,2049.97,2412.43,117.37,99417.0,0.0147,443.8
20220311,2,115,2500.22,2143.07,300.85,107197.0,0.0123,616.97
20220312,4,105,1769.0,2051.88,159.66,90464.0,0.0192,353.12
20220313,3,106,2071.0,2416.29,294.09,71307.0,0.0136,299.0
20220314,1,104,1787.68,2395.91,205.63,90030.0,0.0274,397.03
20220315,5,108,1797.42,2510.67,106.12,64367.0,0.0171,532.69
20220316,2,118,1855.9,2090.73,268.71,106424.0,0.0215,342.66
20220317,1,107,2117.33,2160.98,160.61,78101.0,0.0216,656.72
20220318,2,116,1762.65,1874.33,147.57,63134.0,0.0219,545.35
20220319,4,116,2625.62,2119.03,236.9,132143.0,0.0198,769.39
20220320,3,116,1546.14,2392.1,85.23,80354.0,0.0251,489.82
20220321,4,102,1895.67,2094.72,188.91,75736.0,0.012,426.0
20220322,1,108,1764.88,2311.31,110.01,40753.0,0.034,371.15
20220323,4,115,2703.84,2140.29,243.61,97471.0,0.0176,742.36
20220324,2,117,2074.21,2238.34,176.46,121473.0,0.0069,362.27
20220325,1,101,2487.41,1939.1,316.61,121595.0,0.0219,322.07
20220326,2,111,1224.23,2180.76,159.54,63051.0,0.0115,154.06
20220327,3,105,2096.04,1560.54,136.96,34537.0,0.0267,438.12
20220328,4,116,2402.8,2116.41,208.21,86630.0,0.0421,621.78
20220329,2,106,1994.58,1822.69,174.2,87957.0,0.0121,601.89
20220330,2,108,2481.6,2384.95,161.65,129915.0,0.0233,619.25
20220331,5,101,1685.62,2294.17,218.87,29022.0,0.005,314.12
20220401,3,117,2644.32,2226.94,319.23,141100.0,0.0245,401.36
20220402,2,116,3084.45,2432.7,212.94,122385.0,0.0111,560.03
20220403,2,106,1748.91,1933.58,151.58,41762.0,0.0138,414.68
20220404,4,110,1702.89,2467.68,103.16,49855.0,0.009,489.82
20220405,4,116,2647.63,2299.47,298.71,73304.0,0.0273,686.51
20220406,4,119,2705.99,2060.51,168.14,105232.0,0.0301,912.31
20220407,1,110,1650.03,2329.72,245.18,28588.0,0.0202,288.82
20220408,1,105,1696.59,1876.1,217.28,37553.0,0.0114,319.98
20220409,5,112,1761.0,1927.18,156.77,90817.0,0.0359,329.72
20220410,1,106,1224.87,1965.08,132.11,25682.0,0.0125,265.13
20220411,2,116,1432.94,1975.7,202.24,36544.0,0.005,173.95
20220412,3,109,1385.36,1864.86,146.03,49044.0,0.0246,277.6
20220413,4,103,1498.67,2315.44,101.09,57355.0,0.009,309.47
20220414,4,114,1860.35,2013.69,163.47,91831.0,0.0299,539.29
20220415,3,117,1989.91,2130.59,267.27,69905.0,0.0162,273.39
20220416,2,112,2643.15,1940.62,302.43,133595.0,0.026,487.15
20220417,5,115,1363.81,1685.16,156.94,58406.0,0.034,353.76
20220418,1,115,2350.22,2097.87,321.23,47215.0,0.0079,551.96
20220419,5,111,1746.12,1655.97,243.4,38476.0,0.0143,212.38
20220420,1,106,1823.42,2019.25,258.89,63212.0,0.0192,461.67
20220421,3,101,2180.6,1753.85,129.71,71655.0,0.0354,591.24
20220422,3,113,1276.85,2419.49,133.32,61876.0,0.0134,317.38
20220423,4,116,2024.43,2198.82,251.13,83271.0,0.0141,356.68
20220424,4,105,1911.45,2032.2,240.26,62057.0,0.0248,283.58
20220425,4,109,2069.45,2258.28,229.03,46944.0,0.0142,486.88
20220426,1,113,1962.79,1830.76,130.88,49477.0,0.0215,528.55
20220427,2,111,3040.83,2103.2,394.52,124362.0,0.005,373.94
20220428,4,104,1489.28,2028.93,181.71,50717.0,0.0421,238.88
20220429,3,103,1537.62,2036.23,90.13,58694.0,0.0065,317.98
20220430,4,105,1486.5,2232.35,143.27,33715.0,0.0168,353.5
20220501,2,112,1515.29,2118.83,102.13,67932.0,0.0197,450.78
20220502,2,104,1469.28,2024.52,123.05,78407.0,0.0391,373.89
20220503,2,101,2377.43,1630.23,123.17,63257.0,0.0068,572.43
20220504,3,109,2488.11,1763.64,224.01,92354.0,0.0398,730.39
20220505,4,102,1487.43,1925.54,156.16,87608.0,0.0276,378.47
20220506,2,109,1351.56,1963.18,151.32,40541.0,0.0242,379.85
20220507,4,116,1998.38,1712.9,232.51,83486.0,0.0102,437.24
20220508,4,115,1481.49,2415.7,197.97,28235.0,0.0257,210.75
20220509,4,119,2069.01,2231.07,148.03,87458.0,0.0128,671.92
20220510,3,108,1848.94,2042.65,114.72,35192.0,0.0327,437.56
20220511,3,119,984.54,1931.06,133.06,57266.0,0.0103,123.04
20220512,3,112,2511.1,1868.64,164.88,118536.0,0.0189,750.32
20220513,1,109,2630.23,1715.14,387.9,132740.0,0.0144,390.53
20220514,4,110,1420.84,1915.46,190.75,66331.0,0.0101,169.77
20220515,5,115,1528.34,1945.96,152.97,63484.0,0.0274,237.76
20220516,3,107,1860.07,1640.5,275.55,65560.0,0.0254,402.93
20220517,1,111,1879.33,1950.14,112.27,100782.0,0.0321,611.18
20220518,3,112,2036.34,1846.72,163.53,118225.0,0.005,605.71
20220519,4,114,2707.14,1490.68,308.13,101400.0,0.0306,489.65
20220520,4,105,1608.54,1694.64,136.73,91557.0,0.0451,331.57
20220521,1,118,1292.85,1778.48,184.67,53330.0,0.0155,201.72
20220522,4,111,997.34,2233.23,56.41,39123.0,0.039,292.25
20220523,4,104,1316.54,1961.51,138.16,46674.0,0.0174,354.93
20220524,5,116,1660.45,1577.62,181.13,40545.0,0.0063,338.4
20220525,3,106,2569.32,1936.45,296.17,38970.0,0.0169,545.15
20220526,1,116,1408.27,1524.33,106.42,36429.0,0.0305,302.93
20220527,3,108,1774.02,2044.88,153.38,67302.0,0.0116,438.78
20220528,5,118,1648.98,1728.68,221.57,52929.0,0.014,354.26
20220529,4,104,2246.46,1798.76,156.12,79035.0,0.0259,643.57
20220530,2,120,2910.82,2077.25,386.23,172114.0,0.02,685.77
20220531,3,108,1377.02,1549.27,146.33,42360.0,0.0258,349.59
20220601,4,109,1392.85,1521.91,175.8,49235.0,0.0224,361.53
20220602,4,112,2154.79,1679.26,261.51,45268.0,0.0248,488.3
20220603,1,119,1968.81,1998.32,139.3,33781.0,0.0157,637.42
20220604,3,108,2546.38,1481.46,272.16,127048.0,0.0223,675.19
20220605,4,106,1910.18,1213.61,261.26,77708.0,0.0107,288.84
20220606,3,109,1433.77,1684.53,133.64,70587.0,0.0329,369.87
20220607,3,102,1903.97,1879.86,279.23,41400.0,0.0137,291.51
20220608,1,119,2158.24,2004.33,205.51,87910.0,0.0313,425.7
20220609,5,113,2009.39,1666.44,129.16,53076.0,0.0177,499.42
20220610,5,101,1848.08,1671.6,164.37,46688.0,0.022,309.1
20220611,1,104,2123.08,1979.5,308.21,32947.0,0.0151,534.19
20220612,5,112,2169.73,1369.64,177.86,45272.0,0.0098,449.63
20220613,4,105,2271.51,1660.77,310.76,65685.0,0.005,271.16
20220614,4,117,1900.16,1771.47,262.46,38496.0,0.0094,251.84
20220615,1,108,1487.65,1818.17,126.48,88312.0,0.0168,431.12
20220616,3,104,1639.99,1621.34,95.65,47377.0,0.0221,479.95
20220617,3,109,2165.34,1725.19,265.16,45179.0,0.0301,544.96
20220618,1,104,1149.1,1215.66,93.25,27531.0,0.0155,262.75
20220619,4,116,1737.41,1576.73,222.9,72010.0,0.0112,286.46
20220620,4,107,1351.94,1794.17,127.44,24175.0,0.0056,349.04
20220621,5,109,1558.54,1502.13,153.56,83864.0,0.0248,343.73
20220622,5,115,2178.99,1705.53,278.46,126964.0,0.0338,367.31
20220623,3,108,1630.93,1778.29,143.91,42573.0,0.0327,405.39
20220624,3,120,1554.25,1615.62,146.59,54794.0,0.0271,276.01
20220625,3,112,846.78,1713.48,74.19,13545.0,0.0264,166.52
20220626,4,104,1895.55,1482.12,164.41,83086.0,0.037,575.42
20220627,1,108,1840.91,1628.66,188.87,61904.0,0.0233,375.98
20220628,3,120,2595.57,1787.38,339.71,70477.0,0.0265,606.9
20220629,3,120,1355.87,1692.13,116.84,32958.0,0.0168,312.12
20220630,4,108,1615.18,1538.85,165.44,71764.0,0.0064,248.8
20220701,5,101,1626.17,1696.47,190.38,54850.0,0.0132,245.66
20220702,2,112,2286.12,1790.05,175.9,52774.0,0.0199,599.83
20220703,4,103,1445.69,1232.69,112.41,66516.0,0.0206,402.65
20220704,3,116,1628.84,1870.08,233.48,65851.0,0.0393,360.78
20220705,5,117,1789.3,1566.63,218.93,95978.0,0.0208,353.87
20220706,4,114,1574.71,1714.65,169.63,31945.0,0.0318,433.27
20220707,3,107,1254.29,1864.71,143.96,63160.0,0.0156,254.41
20220708,1,106,1570.69,1346.67,83.14,71165.0,0.0169,544.82
20220709,1,103,2006.63,1474.91,224.36,40485.0,0.0067,480.82
20220710,2,111,952.78,1554.93,96.18,44082.0,0.0126,253.5
20220711,1,114,1528.77,1451.77,159.87,53308.0,0.0253,228.92
20220712,4,104,1108.52,1951.43,95.27,63767.0,0.0201,227.21
20220713,4,108,2052.45,1429.06,119.34,43866.0,0.0294,593.99
20220714,4,105,689.71,1485.32,47.82,30297.0,0.0218,218.46
20220715,1,119,1168.26,1633.37,169.48,37605.0,0.0165,207.26
20220716,2,110,1632.8,1348.18,148.37,94795.0,0.0415,452.47
20220717,4,120,2223.46,1505.63,214.94,66368.0,0.0191,495.53
20220718,3,112,1404.38,1644.47,77.62,81873.0,0.0316,308.16
20220719,3,114,1156.25,1510.66,62.16,64249.0,0.016,293.54
20220720,4,107,2371.07,1554.86,288.6,64415.0,0.0271,434.41
20220721,3,114,703.17,1464.03,73.0,35974.0,0.0293,151.2
20220722,3,120,324.51,1263.41,32.73,19406.0,0.0221,51.94
20220723,1,109,1640.7,1627.08,121.92,43265.0,0.005,305.01
20220724,1,104,1166.5,1910.26,145.2,40425.0,0.0202,231.69
20220725,3,108,903.78,1559.52,60.39,34713.0,0.0323,259.67
20220726,5,110,1765.5,1597.51,121.81,49914.0,0.0253,462.68
20220727,1,112,1530.2,1687.67,147.01,24004.0,0.0245,422.25
20220728,1,113,1123.28,1291.99,88.32,27976.0,0.005,253.77
20220729,1,116,762.24,1883.14,56.97,21104.0,0.0128,190.75
20220730,4,110,1835.75,1579.93,210.24,64181.0,0.0241,495.61
20220731,3,116,1721.79,1862.73,198.17,39084.0,0.0241,439.5
20220801,1,113,1344.33,1386.7,178.06,72992.0,0.0321,262.95
20220802,4,112,2314.51,1893.92,212.4,108136.0,0.0186,405.25
20220803,1,103,853.48,1682.4,48.91,16074.0,0.0241,219.97
20220804,4,116,623.14,1635.1,48.21,27577.0,0.0202,137.34
20220805,1,118,1037.38,1568.47,153.53,46075.0,0.0101,208.67
20220806,4,103,1358.03,1469.2,148.88,78806.0,0.005,277.93
20220807,4,115,1500.03,1756.31,181.46,22704.0,0.0243,317.89
20220808,2,113,1255.34,1541.63,63.69,32836.0,0.0217,314.33
20220809,5,119,1549.64,1117.56,157.79,87943.0,0.0138,450.31
20220810,4,115,745.54,1285.01,40.07,42456.0,0.005,202.98
20220811,3,105,2090.96,1468.81,223.57,99167.0,0.0263,519.98
20220812,4,103,1325.82,1565.58,188.37,65574.0,0.0173,277.09
20220813,1,114,1923.41,1489.92,282.44,36769.0,0.0256,209.69
20220814,1,102,1534.06,1742.76,159.63,58485.0,0.0386,411.95
20220815,4,110,1589.06,1106.53,152.26,40396.0,0.005,409.18
20220816,2,114,1643.61,1523.32,237.5,38057.0,0.013,294.23
20220817,4,118,1580.68,1128.92,185.51,81348.0,0.0179,242.14
20220818,4,111,1676.35,1642.43,94.7,35332.0,0.0345,471.07
20220819,2,102,2017.78,1469.64,194.86,72820.0,0.005,387.11
20220820,3,107,1449.75,1570.56,107.32,82978.0,0.0394,286.35
20220821,1,120,1704.33,1312.03,165.29,39817.0,0.0214,437.19
20220822,1,106,1303.35,1738.94,124.53,76910.0,0.019,320.03
20220823,1,114,2066.74,1689.69,223.65,123473.0,0.018,492.51
20220824,1,111,1007.0,1596.43,86.28,40283.0,0.0156,190.72
20220825,1,105,2244.24,1452.25,149.08,50846.0,0.0305,733.69
20220826,1,116,1322.33,1592.63,132.72,38645.0,0.0093,335.04
20220827,3,103,625.73,1333.85,83.23,21339.0,0.0235,103.29
20220828,3,116,1403.93,1644.98,163.42,40601.0,0.0162,279.08
20220829,2,105,998.17,1802.47,83.68,27578.0,0.0124,250.26
20220830,1,103,1757.91,1685.47,252.35,103278.0,0.0459,308.44
20220831,1,106,1010.22,1324.27,142.66,22125.0,0.0242,231.49
20220901,1,116,1112.45,1541.38,78.91,53397.0,0.0261,294.2
20220902,3,117,389.85,1209.45,21.03,5855.0,0.0314,105.57
20220903,1,114,1107.6,1581.61,137.49,46329.0,0.0058,155.83
20220904,5,117,121.02,1556.37,16.07,6803.0,0.0375,27.6
20220905,3,120,540.27,1091.48,79.3,15104.0,0.005,66.48
20220906,5,117,1711.76,1232.35,237.91,39967.0,0.0123,281.38
20220907,2,106,1723.84,1407.41,189.71,76410.0,0.0154,494.57
20220908,5,119,1543.13,1403.27,158.95,72631.0,0.0258,290.57
20220909,3,109,846.43,1221.02,44.68,38903.0,0.0222,289.38
20220910,5,116,1305.65,1540.26,97.49,38346.0,0.0183,229.44
20220911,4,111,1327.36,1512.37,127.38,34975.0,0.0199,229.82
20220912,4,112,749.7,1422.91,84.6,43495.0,0.0102,181.84
20220913,3,109,2080.36,1310.37,219.95,117641.0,0.005,531.87
20220914,5,101,1767.19,1671.1,219.6,62875.0,0.0273,386.16
20220915,1,112,1217.94,1792.35,94.97,64647.0,0.0269,327.14
20220916,4,112,1341.84,1364.53,142.9,47440.0,0.0358,318.89
20220917,3,119,1432.64,1338.86,84.26,48849.0,0.0121,420.4
20220918,3,112,307.69,1559.66,28.11,6786.0,0.0269,66.3
20220919,1,108,1205.15,1390.0,150.66,41202.0,0.0172,301.71
20220920,2,109,987.99,1434.0,117.91,38713.0,0.0319,151.91
20220921,5,118,828.48,1610.15,123.5,13266.0,0.0302,106.93
20220922,5,119,1189.12,1080.77,92.5,41601.0,0.0221,298.16
20220923,4,105,2228.96,1726.79,222.49,111807.0,0.0166,383.99
20220924,1,112,1651.05,1478.23,136.96,75291.0,0.0296,462.25
20220925,1,119,1045.62,1382.03,98.35,45570.0,0.0265,317.14
20220926,1,105,1618.14,1447.19,219.57,90503.0,0.0132,277.39
20220927,4,102,2032.24,1458.31,240.66,32133.0,0.0067,432.65
20220928,2,111,1795.66,1120.44,248.24,71947.0,0.0171,317.26
20220929,1,112,1364.01,1766.6,95.96,68788.0,0.0352,265.64
20220930,5,101,1011.64,1476.88,138.93,39818.0,0.0315,118.54
20221001,5,115,1685.2,1558.3,94.33,49840.0,0.0089,419.37
20221002,4,108,1533.88,1661.16,212.99,32413.0,0.0083,224.77
20221003,5,117,1785.85,1267.85,148.06,98115.0,0.0327,543.83
20221004,2,102,1657.03,1568.08,134.98,59958.0,0.0086,487.89
20221005,3,107,1865.47,1421.24,188.8,101696.0,0.0251,352.22
20221006,1,101,1074.4,1645.57,154.79,44441.0,0.0138,205.45
20221007,3,116,2002.1,1052.3,109.67,90773.0,0.0362,557.24
20221008,1,114,1443.66,1459.52,123.03,73903.0,0.0123,387.61
20221009,3,103,2384.01,1360.45,323.41,106475.0,0.0314,413.0
20221010,4,101,1003.38,1569.22,89.91,33024.0,0.0218,283.57
20221011,3,117,2217.61,1578.6,155.05,84521.0,0.0225,523.46
20221012,4,116,1450.31,1344.96,134.12,74165.0,0.005,408.19
20221013,4,119,1027.43,1346.02,90.98,32687.0,0.005,310.16
20221014,3,101,1113.06,1468.37,157.54,36136.0,0.0178,232.53
20221015,3,102,1196.75,1313.29,151.02,23105.0,0.0225,286.19
20221016,1,113,1571.01,1663.21,157.9,88222.0,0.0087,261.01
20221017,4,116,1622.4,1423.24,241.47,30982.0,0.0091,394.12
20221018,5,107,1076.26,918.02,103.89,47538.0,0.0256,298.1
20221019,3,111,1353.13,1426.87,75.54,45457.0,0.0256,354.34
20221020,4,101,2438.7,1296.61,185.9,81094.0,0.0186,613.6
20221021,3,112,2233.67,1180.63,209.09,101810.0,0.0278,669.02
20221022,1,115,1590.45,1262.03,104.48,28659.0,0.0083,529.97
20221023,4,107,1393.75,1534.11,201.75,58143.0,0.0164,149.18
20221024,3,104,1437.29,1780.73,182.08,71493.0,0.0365,250.8
20221025,2,114,1686.63,1580.49,129.58,88159.0,0.0207,452.63
20221026,2,116,871.13,1399.48,95.02,19752.0,0.0213,191.96
20221027,4,119,1256.56,1614.96,153.48,69593.0,0.0431,298.9
20221028,5,108,553.75,1435.03,79.81,24657.0,0.006,113.04
20221029,1,105,1590.51,1391.07,219.75,86975.0,0.028,261.61
20221030,5,112,1717.42,1302.33,174.35,63266.0,0.0366,285.19
20221031,4,110,1155.21,1186.12,147.25,45505.0,0.0168,282.93
20221101,1,113,2186.85,1461.86,232.28,123244.0,0.0286,366.8
20221102,3,114,790.09,1574.88,83.17,43847.0,0.0102,218.46
20221103,4,116,673.96,1527.44,41.43,23701.0,0.0131,206.42
20221104,2,105,1521.62,1467.14,95.27,41614.0,0.0238,504.89
20221105,3,105,1936.25,1364.82,199.34,63301.0,0.028,534.26
20221106,4,120,2258.04,1679.33,173.61,73272.0,0.0312,418.91
20221107,3,111,1190.07,1298.03,62.01,33214.0,0.0357,332.0
20221108,1,108,1962.35,1720.51,239.96,53152.0,0.0193,522.12
20221109,4,115,1407.31,1368.78,74.94,75640.0,0.0319,285.39
20221110,5,119,1343.88,1422.72,147.19,24383.0,0.0166,213.17
20221111,5,113,1875.71,1283.91,194.92,85331.0,0.029,343.03
20221112,4,114,1763.79,1481.11,259.07,40174.0,0.0221,199.48
20221113,3,116,653.24,1780.64,64.29,19926.0,0.0245,175.44
20221114,1,108,2183.57,1692.96,123.07,38801.0,0.0242,476.42
20221115,2,109,2139.28,1789.84,224.99,58079.0,0.005,409.31
20221116,5,102,1140.45,1702.98,152.95,56542.0,0.0088,154.44
20221117,1,104,1655.19,1382.28,247.76,90747.0,0.021,216.46
20221118,2,118,1708.41,1541.38,158.94,42657.0,0.005,435.63
20221119,1,118,1595.91,1456.09,130.91,57229.0,0.0283,322.07
20221120,1,106,1194.65,1882.9,168.05,43204.0,0.0287,262.78
20221121,5,103,1138.28,1382.15,78.68,61821.0,0.0233,320.53
20221122,3,109,1465.67,1805.03,163.49,72296.0,0.0088,399.05
20221123,1,117,2069.22,1809.73,187.41,78813.0,0.0338,350.05
20221124,3,116,1759.12,2001.98,95.18,79483.0,0.0404,531.68
20221125,4,108,1306.54,1559.1,110.7,69418.0,0.0215,309.88
20221126,1,116,1882.28,1788.54,144.04,29042.0,0.0251,498.38
20221127,5,113,76.8,2107.51,9.11,2544.0,0.022,10.55
20221128,3,108,2080.15,1532.81,301.37,116126.0,0.0253,426.15
20221129,2,109,640.66,1354.56,49.21,30953.0,0.0188,132.24
20221130,4,113,1334.1,1290.85,174.96,52601.0,0.0197,187.5
20221201,3,102,960.35,1814.75,53.33,37294.0,0.0291,268.06
20221202,5,103,877.76,1300.98,91.12,26903.0,0.0435,210.19
20221203,1,118,2110.49,1608.62,120.41,81092.0,0.006,487.07
20221204,4,115,1301.25,1776.07,186.6,57896.0,0.019,155.71
20221205,3,109,1713.43,1731.23,216.98,57959.0,0.0082,274.36
20221206,1,113,1521.85,1784.93,176.22,71735.0,0.0359,380.67
20221207,4,110,1789.01,1750.0,236.85,96169.0,0.0141,240.38
20221208,5,107,1594.14,1967.07,182.93,35009.0,0.0056,362.05
20221209,5,111,919.52,1526.65,135.07,32477.0,0.0264,153.26
20221210,3,111,2064.48,1587.59,250.62,68873.0,0.0374,317.7
20221211,2,118,1324.86,1574.38,188.75,60859.0,0.0266,303.75
20221212,5,101,798.89,1900.93,81.26,20966.0,0.022,144.29
20221213,2,108,1368.61,1921.01,84.45,59961.0,0.0241,340.61
20221214,4,103,2338.58,1837.27,240.45,127422.0,0.0341,381.61
20221215,4,115,2018.9,1989.86,126.56,68271.0,0.0113,628.92
20221216,4,115,1425.09,1523.75,155.69,79799.0,0.0189,324.42
20221217,4,115,1430.47,2099.05,140.54,85388.0,0.0155,252.94
20221218,1,110,1450.01,2076.56,162.77,28673.0,0.0083,413.05
20221219,1,108,2654.97,1925.39,135.42,67668.0,0.0167,881.88
20221220,4,109,1813.39,2141.02,126.0,104754.0,0.0311,329.91
20221221,4,117,1843.31,1459.79,182.73,107142.0,0.0257,477.07
20221222,3,111,2149.34,1692.72,311.76,41690.0,0.0264,233.46
20221223,4,107,1759.54,1657.1,155.47,27581.0,0.0215,500.17
20221224,2,120,1516.62,1955.05,140.19,33744.0,0.0252,384.31
20221225,4,109,1554.01,1607.37,188.76,92962.0,0.012,257.35
20221226,2,116,1622.46,1975.59,179.09,37479.0,0.0169,309.81
20221227,5,116,1645.78,2104.93,131.49,61905.0,0.0219,383.36
20221228,2,119,2034.37,1976.65,185.29,108185.0,0.0228,466.76
20221229,2,105,1702.73,1901.18,122.2,27104.0,0.0232,343.47
20221230,5,108,2049.32,1653.73,300.43,86485.0,0.0186,447.08
20221231,4,108,1648.93,1688.85,103.99,45290.0,0.0162,446.14
20230101,5,102,1734.93,2115.1,151.26,93348.0,0.05,502.26
20230102,2,112,702.87,2028.04,36.96,19509.0,0.0291,181.36
20230103,2,118,2166.54,1871.4,156.38,99453.0,0.0241,628.81
20230104,1,115,1888.05,1802.71,241.76,85604.0,0.0177,418.91
20230105,3,114,2220.28,1488.24,155.68,55434.0,0.0155,575.49
20230106,3,105,279.66,1686.39,16.22,4633.0,0.0187,94.52
20230107,3,117,2778.52,2290.04,270.75,92848.0,0.0229,802.34
20230108,2,117,1671.11,1658.9,85.22,46814.0,0.005,411.28
20230109,4,103,2301.61,1960.16,134.59,118312.0,0.005,637.96
20230110,1,110,1234.2,2131.06,161.39,62964.0,0.0136,172.19
20230111,1,120,2067.22,1685.93,262.84,73523.0,0.0221,348.64
20230112,4,109,1240.83,1981.24,175.59,52478.0,0.0176,319.23
20230113,4,103,1462.39,2139.29,198.08,61701.0,0.0348,251.59
20230114,4,102,2738.06,1961.65,323.96,142987.0,0.0052,732.77
20230115,1,109,1692.5,2540.31,93.48,57757.0,0.0125,385.26
20230116,1,103,1903.39,1640.42,244.18,52144.0,0.0352,234.09
20230117,4,111,2236.56,2193.42,300.93,60223.0,0.0213,415.49
20230118,5,106,2056.25,1954.69,267.12,80458.0,0.0288,344.79
20230119,2,113,1890.52,2151.23,190.65,66568.0,0.0405,498.26
20230120,2,103,2004.73,2092.74,146.93,69775.0,0.0131,523.37
20230121,4,119,3030.92,1865.5,407.76,57894.0,0.019,415.39
20230122,3,106,1807.39,2065.61,221.8,85557.0,0.0173,455.77
20230123,3,111,1943.75,1655.95,287.82,47852.0,0.005,412.26
20230124,5,103,2375.56,2155.91,155.76,56688.0,0.0169,635.74
20230125,2,114,2410.06,2102.65,174.89,80916.0,0.0288,531.65
20230126,3,105,2457.88,2178.54,174.95,62062.0,0.0254,669.62
20230127,5,102,2190.83,2270.24,283.17,90423.0,0.0262,288.29
20230128,4,102,1307.08,2139.97,89.78,41455.0,0.0162,414.53
20230129,4,108,2702.44,2103.92,153.14,95129.0,0.0134,777.52
20230130,3,101,1319.71,1905.96,197.77,51696.0,0.0327,189.77
20230131,4,103,2051.38,1947.62,107.66,49559.0,0.015,643.35
20230201,4,119,1530.11,2335.32,204.31,33676.0,0.0229,257.08
20230202,2,111,1882.39,2393.17,162.9,102814.0,0.0216,543.69
20230203,4,103,2086.07,2066.23,279.87,72006.0,0.0346,537.04
20230204,3,116,2089.61,2131.02,220.37,70094.0,0.0297,577.54
20230205,5,113,2147.14,1948.88,300.95,35648.0,0.007,258.38
20230206,1,115,2750.31,2372.35,392.25,102886.0,0.0081,480.25
20230207,4,104,2177.5,2278.89,110.86,86964.0,0.0258,500.03
20230208,4,120,1835.95,2542.08,105.64,73709.0,0.0194,537.13
20230209,4,101,2447.38,1986.2,183.64,114578.0,0.0154,577.74
20230210,4,103,2567.39,2094.32,300.21,59016.0,0.0302,536.14
20230211,4,102,1366.18,2224.27,189.66,35999.0,0.0219,163.0
20230212,1,109,2286.02,2315.35,219.44,117691.0,0.0205,438.62
20230213,1,114,2345.25,2150.99,259.61,135140.0,0.0278,421.49
20230214,2,104,1853.23,2027.62,127.59,39135.0,0.0162,600.82
20230215,5,102,2697.23,2386.59,351.98,100861.0,0.0357,504.52
20230216,2,106,1941.71,2362.64,284.91,47840.0,0.0121,355.76
20230217,3,114,2086.9,2043.27,160.4,36945.0,0.0266,383.91
20230218,4,116,1944.95,2505.72,193.49,57663.0,0.0343,509.41
20230219,2,108,2046.66,2476.79,119.96,43933.0,0.0062,615.87
20230220,1,115,1498.11,2277.74,158.67,70332.0,0.0166,348.14
20230221,4,111,1333.61,2274.92,133.73,52034.0,0.0314,351.03
20230222,2,116,2858.28,2377.94,184.2,61375.0,0.0316,903.73
20230223,1,117,1644.93,2102.91,154.96,25358.0,0.0183,291.45
20230224,4,116,1580.1,2289.39,131.8,81165.0,0.0127,367.92
20230225,5,112,1006.49,1861.03,102.85,23078.0,0.0296,169.7
20230226,5,102,1771.09,2474.92,192.28,74881.0,0.0318,295.35
20230227,1,115,1436.42,1995.46,73.04,43325.0,0.0084,440.76
20230228,1,101,2926.35,2616.56,369.01,120995.0,0.008,561.1
20230301,3,108,2617.63,2257.97,317.52,76446.0,0.0223,696.86
20230302,2,115,1776.02,2289.77,153.85,33589.0,0.0263,312.73
20230303,4,113,3253.68,2214.66,179.91,81449.0,0.017,924.26
20230304,3,101,2625.71,2290.7,329.51,61606.0,0.0268,565.72
20230305,5,111,1979.76,2640.1,288.09,67828.0,0.0129,413.91
20230306,4,106,899.82,1866.92,66.6,40152.0,0.005,231.15
20230307,5,112,3302.34,2627.95,271.96,88738.0,0.0158,924.27
20230308,5,115,1469.41,2448.22,100.48,22839.0,0.0206,404.66
20230309,4,120,1348.82,2147.26,145.26,51730.0,0.0172,232.42
20230310,2,109,2690.11,2181.65,176.16,113682.0,0.0084,563.25
20230311,4,107,3406.0,2740.02,291.62,198669.0,0.005,915.37
